created_at,user_id_str,full_text,data_cleaning,case_folding,normalization,preprocessing_stats
Fri Dec 26 00:07:45 +0000 2025,1496846304697528323,Punya mobil atau motor tahun 2000-an ke atas? ️ Bisa jadi aman banget untuk BBM campuran etanol E10. Yuk baca panduan lengkapnya: https://t.co/yIIgOurzKw #E10 #BensinEtanol #OtomotifIndonesia,Punya mobil atau motor tahun an ke atas Bisa jadi aman banget untuk BBM campuran etanol E Yuk baca panduan lengkapnya E BensinEtanol OtomotifIndonesia,punya mobil atau motor tahun an ke atas bisa jadi aman banget untuk bbm campuran etanol e yuk baca panduan lengkapnya e bensinetanol otomotifindonesia,punya mobil atau motor tahun an ke atas bisa jadi aman sangat untuk bbm campuran etanol e yuk baca panduan lengkapnya e bensinetanol otomotifindonesia,orig:191 -> final:150
Thu Dec 25 23:21:24 +0000 2025,1720665183188922368,@Junglesounds @AntoniusCDN Etanol biasanya dibuat dari fermentasi gula tanaman seperti tebu jagung atau singkong. Tapi ya bisa juga dari sawit terutama limbahnya seperti tandan kosong kelapa sawit (TKKS) yang kaya selulosa. Di Indonesia ini lagi dikembangkan sebagai bioetanol ramah lingkungan!,Etanol biasanya dibuat dari fermentasi gula tanaman seperti tebu jagung atau singkong Tapi ya bisa juga dari sawit terutama limbahnya seperti tandan kosong kelapa sawit TKKS yang kaya selulosa Di Indonesia ini lagi dikembangkan sebagai bioetanol ramah lingkungan,etanol biasanya dibuat dari fermentasi gula tanaman seperti tebu jagung atau singkong tapi ya bisa juga dari sawit terutama limbahnya seperti tandan kosong kelapa sawit tkks yang kaya selulosa di indonesia ini lagi dikembangkan sebagai bioetanol ramah lingkungan,etanol biasanya dibuat dari fermentasi gula tanaman seperti tebu jagung atau singkong tapi bisa juga dari sawit terutama limbahnya seperti tandan kosong kelapa sawit tkks yang kaya selulosa di indonesia ini lagi dikembangkan sebagai bioetanol ramah lingkungan,orig:294 -> final:259
Thu Dec 25 23:07:53 +0000 2025,1985113278163685376,@AntoniusCDN otw bahlil mati habis minum etanol kestrum listrik,otw bahlil mati habis minum etanol kestrum listrik,otw bahlil mati habis minum etanol kestrum listrik,otw bahlil mati habis minum etanol kestrum listrik,orig:63 -> final:50
Thu Dec 25 18:48:31 +0000 2025,1129654311238037504,@tanyakanrl suruh fokus ngoplos etanol aja noh sama bahlil,suruh fokus ngoplos etanol aja noh sama bahlil,suruh fokus ngoplos etanol aja noh sama bahlil,suruh fokus ngoplos etanol aja noh sama bahlil,orig:58 -> final:46
Thu Dec 25 15:25:08 +0000 2025,1308906509913341953,@ohdaraa__ Siap kapten aku juga rela mencitaimu sebesar cinta bahlil ke etanol,Siap kapten aku juga rela mencitaimu sebesar cinta bahlil ke etanol,siap kapten aku juga rela mencitaimu sebesar cinta bahlil ke etanol,siap kapten aku juga rela mencitaimu sebesar cinta bahlil ke etanol,orig:78 -> final:67
Thu Dec 25 14:30:10 +0000 2025,1839138856995794944,@e__simatupang @MuhammadTuhasan otak diisi etanol gini nih jelas ruangan non smoking woyyy,otak diisi etanol gini nih jelas ruangan non smoking woyyy,otak diisi etanol gini nih jelas ruangan non smoking woyyy,otak diisi etanol gini nih jelas ruangan non smoking woyyy,orig:90 -> final:58
Thu Dec 25 14:07:08 +0000 2025,1599773987835289600,@tanyarlfes Pake e yg kyk bunyi etanol terus yg e kedua e yg kyak ehmmm gitu paham kan,Pake e yg kyk bunyi etanol terus yg e kedua e yg kyak ehmmm gitu paham kan,pake e yg kyk bunyi etanol terus yg e kedua e yg kyak ehmmm gitu paham kan,pake e yang kyk bunyi etanol terus yang e kedua e yang kyak ehmmm gitu paham kan,orig:86 -> final:80
Thu Dec 25 11:40:11 +0000 2025,1398739820348731395,@indepenSumatera 'WISATAWAN' yang sebenaranya ya si @prabowo sendiri dan si manusia etanol https://t.co/rWZyQyZ2mU,WISATAWAN yang sebenaranya ya si sendiri dan si manusia etanol,wisatawan yang sebenaranya ya si sendiri dan si manusia etanol,wisatawan yang sebenaranya si sendiri dan si manusia etanol,orig:114 -> final:59
Thu Dec 25 10:12:12 +0000 2025,801076566478311424,@BRRxLINGHE Takut hanya kepada Allah daripada takut ke akar serabut berbau etanol wkwkw limapuluhhh,Takut hanya kepada Allah daripada takut ke akar serabut berbau etanol wkwkw limapuluhhh,takut hanya kepada allah daripada takut ke akar serabut berbau etanol wkwkw limapuluhhh,takut hanya kepada allah daripada takut ke akar serabut berbau etanol wkwkw limapuluhhh,orig:99 -> final:87
Thu Dec 25 09:23:07 +0000 2025,1611367898387468288,@oscsilly bahlil only cried after he realize tangki bensin mobil dia karatan gara gara etanol,bahlil only cried after he realize tangki bensin mobil dia karatan gara gara etanol,bahlil only cried after he realize tangki bensin mobil dia karatan gara gara etanol,bahlil only cried after he realize tangki bensin mobil dia karatan gara gara etanol,orig:93 -> final:83
Thu Dec 25 07:48:45 +0000 2025,1870198886150877187,Atau bahenol bahlil x etanol,Atau bahenol bahlil x etanol,atau bahenol bahlil x etanol,atau bahenol bahlil x etanol,orig:28 -> final:28
Thu Dec 25 07:42:00 +0000 2025,1496846304697528323, Sebelum beralih ke BBM campuran etanol penting memahami perbedaan E5 E10 &amp; E20 dari sisi performa efisiensi &amp; keamanan mesin. Jangan salah pilih baca panduan lengkapnya: https://t.co/yMuKNg5MGa #BBMOtomotif #E5E10E20 #TipsBBM #Otomotif,Sebelum beralih ke BBM campuran etanol penting memahami perbedaan E E E dari sisi performa efisiensi keamanan mesin Jangan salah pilih baca panduan lengkapnya BBMOtomotif E E E TipsBBM Otomotif,sebelum beralih ke bbm campuran etanol penting memahami perbedaan e e e dari sisi performa efisiensi keamanan mesin jangan salah pilih baca panduan lengkapnya bbmotomotif e e e tipsbbm otomotif,sebelum beralih ke bbm campuran etanol penting memahami perbedaan e e e dari sisi performa efisiensi keamanan mesin jangan salah pilih baca panduan lengkapnya bbmotomotif e e e tipsbbm otomotif,orig:244 -> final:193
Thu Dec 25 07:24:24 +0000 2025,70292309,@djfarezki @hrdbacot @innovacommunity Karena etanol kayanya,Karena etanol kayanya,karena etanol kayanya,karena etanol kayanya,orig:59 -> final:21
Tue Dec 30 17:48:27 +0000 2025,1941349396555366402,@innocently_sub bahenol bahlil joget etanol,bahenol bahlil joget etanol,bahenol bahlil joget etanol,bahenol bahlil joget etanol,orig:43 -> final:27
Tue Dec 30 17:28:02 +0000 2025,1272854622839779328,jelek bgt pls bau etanol bau bahlul,jelek bgt pls bau etanol bau bahlul,jelek bgt pls bau etanol bau bahlul,jelek sangat pls bau etanol bau bahlul,orig:35 -> final:38
Tue Dec 30 17:09:06 +0000 2025,3103273969,@ryan_faidi04 @LambeResing Baru lap 5 udah soak soalnya dicampur etanol,Baru lap udah soak soalnya dicampur etanol,baru lap udah soak soalnya dicampur etanol,baru lap udah soak soalnya dicampur etanol,orig:71 -> final:42
Tue Dec 30 15:48:32 +0000 2025,1522203121191112704,@iKithMartin taROT perasaaNku isinya ak mncintaimu spt prabrewOk mencintai sawit dn bahluliLOT mencintai etanol my bieFEff!! ‼️‼️,taROT perasaaNku isinya ak mncintaimu spt prabrewOk mencintai sawit dn bahluliLOT mencintai etanol my bieFEff,tarot perasaanku isinya ak mncintaimu spt prabrewok mencintai sawit dn bahlulilot mencintai etanol my biefeff,tarot perasaanku isinya ak mncintaimu spt prabrewok mencintai sawit dn bahlulilot mencintai etanol my biefeff,orig:129 -> final:109
Tue Dec 30 15:39:01 +0000 2025,1996209430086778880,@azmnesahi Yah padahal mau menambahkan etanol ke day cream nya,Yah padahal mau menambahkan etanol ke day cream nya,yah padahal mau menambahkan etanol ke day cream nya,yah padahal mau menambahkan etanol ke day cream nya,orig:62 -> final:51
Tue Dec 30 15:10:38 +0000 2025,1984122791344603136,@woojinmochi dd jgn minum etanol dulu,dd jgn minum etanol dulu,dd jgn minum etanol dulu,dd jgn minum etanol dulu,orig:37 -> final:24
Tue Dec 30 14:15:59 +0000 2025,1651271451432067072,@madasbambi @eomsnupi selena ini kapal angst soalnya naura sering nangis krn b word suka ninggalin dia demi etanol :__[,selena ini kapal angst soalnya naura sering nangis krn b word suka ninggalin dia demi etanol __,selena ini kapal angst soalnya naura sering nangis krn b word suka ninggalin dia demi etanol __,selena ini kapal angst soalnya naura sering nangis karena b word suka ninggalin dia demi etanol __,orig:119 -> final:98
Tue Dec 30 14:01:33 +0000 2025,618655621,@yaniarsim Bukannya ditolak emg kita udah siap? Mesin buat etanol itu beda sama mesin buat bensin,Bukannya ditolak emg kita udah siap Mesin buat etanol itu beda sama mesin buat bensin,bukannya ditolak emg kita udah siap mesin buat etanol itu beda sama mesin buat bensin,bukannya ditolak emg kita udah siap mesin buat etanol itu beda sama mesin buat bensin,orig:97 -> final:85
Tue Dec 30 12:45:09 +0000 2025,1447508430642728962,@jejaksidul @SosmedAnu dominan otak dengkul akan melihat etanol,dominan otak dengkul akan melihat etanol,dominan otak dengkul akan melihat etanol,dominan otak dengkul akan melihat etanol,orig:63 -> final:40
Tue Dec 30 12:11:54 +0000 2025,3235224685,@FirmanSentosa22 @Informnts @tanzela_ Coba dicek apakah etanol 100% aman untuk kendaraan bermotor?,Coba dicek apakah etanol aman untuk kendaraan bermotor,coba dicek apakah etanol aman untuk kendaraan bermotor,coba dicek apakah etanol aman untuk kendaraan bermotor,orig:98 -> final:54
Tue Dec 30 12:10:28 +0000 2025,3235224685,@Informnts Ya silahkan saja pakai etanol 100%. Pengen tahu cepat jebol atau tidak itu mesin motor/mobilnya,Ya silahkan saja pakai etanol Pengen tahu cepat jebol atau tidak itu mesin motor mobilnya,ya silahkan saja pakai etanol pengen tahu cepat jebol atau tidak itu mesin motor mobilnya,silahkan saja pakai etanol pengen tahu cepat jebol atau tidak itu mesin motor mobilnya,orig:106 -> final:86
Tue Dec 30 12:02:34 +0000 2025,1343610849529761792,@dkygs0o @penguinboys_ Wkwkwk kamu juga kecintaan sama etanol sama sawitholic 2 lagi,Wkwkwk kamu juga kecintaan sama etanol sama sawitholic lagi,wkwkwk kamu juga kecintaan sama etanol sama sawitholic lagi,wkwkwk kamu juga kecintaan sama etanol sama sawitholic lagi,orig:84 -> final:59
Tue Dec 30 11:25:07 +0000 2025,1624313473512648705,Pertanian jagung klo ga didorong ke manufaktur dia gak punya dampak luas selain cm buat ketahanan pangan. Tp klo berubah ke manufaktur dia bisa berubah jadi tepung minyak pakan ternak etanol. Ga cm jd jagung rebus.,Pertanian jagung klo ga didorong ke manufaktur dia gak punya dampak luas selain cm buat ketahanan pangan Tp klo berubah ke manufaktur dia bisa berubah jadi tepung minyak pakan ternak etanol Ga cm jd jagung rebus,pertanian jagung klo ga didorong ke manufaktur dia gak punya dampak luas selain cm buat ketahanan pangan tp klo berubah ke manufaktur dia bisa berubah jadi tepung minyak pakan ternak etanol ga cm jd jagung rebus,pertanian jagung klo tidak didorong ke manufaktur dia tidak punya dampak luas selain cm buat ketahanan pangan tapi klo berubah ke manufaktur dia bisa berubah jadi tepung minyak pakan ternak etanol tidak cm jd jagung rebus,orig:214 -> final:221
Tue Dec 30 09:48:03 +0000 2025,1486221802510909440,@RagilSemar bahlil etanol bagian gulung kabel,bahlil etanol bagian gulung kabel,bahlil etanol bagian gulung kabel,bahlil etanol bagian gulung kabel,orig:45 -> final:33
Tue Dec 30 07:22:33 +0000 2025,1171254642069528576,@Informnts sebenernya mau 100% etanol aman2 aja cuman settingan motor standar pabrik harus dirubah.,sebenernya mau etanol aman aja cuman settingan motor standar pabrik harus dirubah,sebenernya mau etanol aman aja cuman settingan motor standar pabrik harus dirubah,sebenernya mau etanol aman aja cuman settingan motor standar pabrik harus dirubah,orig:99 -> final:81
Tue Dec 30 06:53:46 +0000 2025,1196024181999030272,@bpsmgt @Informnts Jangan lupa buat ganti kendaraan dan mesin2 yg mau minum etanol 100% ,Jangan lupa buat ganti kendaraan dan mesin yg mau minum etanol,jangan lupa buat ganti kendaraan dan mesin yg mau minum etanol,jangan lupa buat ganti kendaraan dan mesin yang mau minum etanol,orig:88 -> final:64
Tue Dec 30 06:29:51 +0000 2025,1486221802510909440,@myshawti kebanyakan minum etanol,kebanyakan minum etanol,kebanyakan minum etanol,kebanyakan minum etanol,orig:33 -> final:23
Tue Dec 30 04:50:24 +0000 2025,1352882201168240640,Tahukah kamu? #Etanol bukan cuma buat bahan bakar! Ada berbagai grade etanol yang disesuaikan dengan fungsinya. Kenali perbedaannya Yuk! #E10 #BBM #Pertalite #Pertamax #BanggaIndonesiaHijau #RenewableEnergy #EnergiNegeriku #SukseskanBioFuels https://t.co/jdgwO5Vngb,Tahukah kamu Etanol bukan cuma buat bahan bakar Ada berbagai grade etanol yang disesuaikan dengan fungsinya Kenali perbedaannya Yuk E BBM Pertalite Pertamax BanggaIndonesiaHijau RenewableEnergy EnergiNegeriku SukseskanBioFuels,tahukah kamu etanol bukan cuma buat bahan bakar ada berbagai grade etanol yang disesuaikan dengan fungsinya kenali perbedaannya yuk e bbm pertalite pertamax banggaindonesiahijau renewableenergy energinegeriku sukseskanbiofuels,tahukah kamu etanol bukan cuma buat bahan bakar ada berbagai grade etanol yang disesuaikan dengan fungsinya kenali perbedaannya yuk e bbm pertalite pertamax banggaindonesiahijau renewableenergy energinegeriku sukseskanbiofuels,orig:265 -> final:226
Tue Dec 30 04:22:01 +0000 2025,1886754705600368640,@Tomasa_00 pake minyak tanah kalau ga ada pake pertamina+ etanol mungkin bisa,pake minyak tanah kalau ga ada pake pertamina etanol mungkin bisa,pake minyak tanah kalau ga ada pake pertamina etanol mungkin bisa,pake minyak tanah kalau tidak ada pake pertamina etanol mungkin bisa,orig:77 -> final:68
Tue Dec 30 03:45:51 +0000 2025,1522203121191112704,@rock8tar ow yyyaaa gk jadi ak kirim etanol bahlil sELAMAT! BANGGA!,ow yyyaaa gk jadi ak kirim etanol bahlil sELAMAT BANGGA,ow yyyaaa gk jadi ak kirim etanol bahlil selamat bangga,ow yyyaaa gk jadi ak kirim etanol bahlil selamat bangga,orig:67 -> final:55
Tue Dec 30 02:19:37 +0000 2025,1716319793173987328,@PrakastiaY8170 @Informnts Benar boss anak teknik kimia pasti paham itu di jerami ada lignoselulosanya. lebih susah buat etanol dari jerami dari pada dari tebu. Kalo hanya penelitian aja sih bisa. Tapi kalo mau dibuat sekala industri tidak ekonomis.,Benar boss anak teknik kimia pasti paham itu di jerami ada lignoselulosanya lebih susah buat etanol dari jerami dari pada dari tebu Kalo hanya penelitian aja sih bisa Tapi kalo mau dibuat sekala industri tidak ekonomis,benar boss anak teknik kimia pasti paham itu di jerami ada lignoselulosanya lebih susah buat etanol dari jerami dari pada dari tebu kalo hanya penelitian aja sih bisa tapi kalo mau dibuat sekala industri tidak ekonomis,benar boss anak teknik kimia pasti paham itu di jerami ada lignoselulosanya lebih susah buat etanol dari jerami dari pada dari tebu kalo hanya penelitian aja bisa tapi kalo mau dibuat sekala industri tidak ekonomis,orig:249 -> final:214
Tue Dec 30 01:55:39 +0000 2025,1815881945299181568,@bestinformm Halah si goblin etanol ni apa kita culik aja ya,Halah si goblin etanol ni apa kita culik aja ya,halah si goblin etanol ni apa kita culik aja ya,halah si goblin etanol ni apa kita culik aja,orig:60 -> final:44
Tue Dec 30 01:14:12 +0000 2025,343883471,@oglex1 @1426Ben_H @Informnts Intinya apa bang? Apakah etanol dengan kadar lebih dari 10% direkomendasikan?,Intinya apa bang Apakah etanol dengan kadar lebih dari direkomendasikan,intinya apa bang apakah etanol dengan kadar lebih dari direkomendasikan,intinya apa bang apakah etanol dengan kadar lebih dari direkomendasikan,orig:107 -> final:71
Mon Dec 29 23:08:35 +0000 2025,777774752337309696,@1426Ben_H @Informnts padahal mah dari harga etanol segitu juga mulai ga masuk akal,padahal mah dari harga etanol segitu juga mulai ga masuk akal,padahal mah dari harga etanol segitu juga mulai ga masuk akal,padahal mah dari harga etanol segitu juga mulai tidak masuk akal,orig:83 -> final:64
Mon Dec 29 22:18:31 +0000 2025,1720665183188922368,@wowokproq75352 @alfaromeov69 @Informnts Ya etanol 100% (E100) bisa merusak mesin kendaraan standar yang tidak dirancang untuknya karena bersifat korosif terhadap karet selang bahan bakar dan komponen logam menyebabkan kebocoran atau kerusakan jangka panjang. Namun pada mobil flex-fuel aman digunakan. Sumber:,Ya etanol E bisa merusak mesin kendaraan standar yang tidak dirancang untuknya karena bersifat korosif terhadap karet selang bahan bakar dan komponen logam menyebabkan kebocoran atau kerusakan jangka panjang Namun pada mobil flex fuel aman digunakan Sumber,ya etanol e bisa merusak mesin kendaraan standar yang tidak dirancang untuknya karena bersifat korosif terhadap karet selang bahan bakar dan komponen logam menyebabkan kebocoran atau kerusakan jangka panjang namun pada mobil flex fuel aman digunakan sumber,etanol e bisa merusak mesin kendaraan standar yang tidak dirancang untuknya karena bersifat korosif terhadap karet selang bahan bakar dan komponen logam menyebabkan kebocoran atau kerusakan jangka panjang namun pada mobil flex fuel aman digunakan sumber,orig:310 -> final:253
Mon Dec 29 22:17:50 +0000 2025,1947900480224694274,@grok @alfaromeov69 @Informnts @grok apakah etanol 100% bisa merusak mesin,apakah etanol bisa merusak mesin,apakah etanol bisa merusak mesin,apakah etanol bisa merusak mesin,orig:74 -> final:32
