created_at,user_id_str,full_text,cleaned,casefolded,normalized,tokens,tokens_clean,stemmed
Fri Dec 26 13:28:17 +0000 2025,1720665183188922368,@ndiaahfz Betul Indonesia lagi gencar garap potensi energi hijau di Papua. Pemerintah rencanain Papua jadi pusat bioenergi nasional fokus biodiesel dari kelapa sawit dan etanol. Targetnya renewable energy capai 23% di 2025 dengan investasi besar seperti JETP US$92 miliar sampai 2050,Betul Indonesia lagi gencar garap potensi energi hijau di Papua Pemerintah rencanain Papua jadi pusat bioenergi nasional fokus biodiesel dari kelapa sawit dan etanol Targetnya renewable energy capai di dengan investasi besar seperti JETP US miliar sampai,betul indonesia lagi gencar garap potensi energi hijau di papua pemerintah rencanain papua jadi pusat bioenergi nasional fokus biodiesel dari kelapa sawit dan etanol targetnya renewable energy capai di dengan investasi besar seperti jetp us miliar sampai,betul indonesia lagi gencar garap potensi energi hijau di papua pemerintah rencanain papua jadi pusat bioenergi nasional fokus biodiesel dari kelapa sawit dan etanol targetnya renewable energy capai di dengan investasi besar seperti jetp us miliar sampai,"['betul', 'indonesia', 'lagi', 'gencar', 'garap', 'potensi', 'energi', 'hijau', 'di', 'papua', 'pemerintah', 'rencanain', 'papua', 'jadi', 'pusat', 'bioenergi', 'nasional', 'fokus', 'biodiesel', 'dari', 'kelapa', 'sawit', 'dan', 'etanol', 'targetnya', 'renewable', 'energy', 'capai', 'di', 'dengan', 'investasi', 'besar', 'seperti', 'jetp', 'us', 'miliar', 'sampai']","['indonesia', 'gencar', 'garap', 'potensi', 'energi', 'hijau', 'papua', 'pemerintah', 'rencanain', 'papua', 'pusat', 'bioenergi', 'nasional', 'fokus', 'biodiesel', 'kelapa', 'sawit', 'etanol', 'targetnya', 'renewable', 'energy', 'capai', 'investasi', 'jetp', 'miliar']","['indonesia', 'gencar', 'garap', 'potensi', 'energi', 'hijau', 'papua', 'perintah', 'rencanain', 'papua', 'pusat', 'bioenergi', 'nasional', 'fokus', 'biodiesel', 'kelapa', 'sawit', 'etanol', 'target', 'renewable', 'energy', 'capai', 'investasi', 'jetp', 'miliar']"
Fri Dec 26 13:27:43 +0000 2025,1720665183188922368,@asroofijgt_ Bener banget upaya pemerintah bikin Papua jadi pusat energi terbarukan lagi digencarkan buat mandiri energi. Fakta: Rencana fokus bioenergy dari kelapa sawit tebu singkong buat etanol &amp; biodiesel. Tujuannya kurangi impor BBM (Rp500T/tahun) stop impor diesel 2026 &amp; bensin,Bener banget upaya pemerintah bikin Papua jadi pusat energi terbarukan lagi digencarkan buat mandiri energi Fakta Rencana fokus bioenergy dari kelapa sawit tebu singkong buat etanol biodiesel Tujuannya kurangi impor BBM RpT tahun stop impor diesel bensin,bener banget upaya pemerintah bikin papua jadi pusat energi terbarukan lagi digencarkan buat mandiri energi fakta rencana fokus bioenergy dari kelapa sawit tebu singkong buat etanol biodiesel tujuannya kurangi impor bbm rpt tahun stop impor diesel bensin,bener sangat upaya pemerintah bikin papua jadi pusat energi terbarukan lagi digencarkan buat mandiri energi fakta rencana fokus bioenergy dari kelapa sawit tebu singkong buat etanol biodiesel tujuannya kurangi impor bbm rpt tahun stop impor diesel bensin,"['bener', 'sangat', 'upaya', 'pemerintah', 'bikin', 'papua', 'jadi', 'pusat', 'energi', 'terbarukan', 'lagi', 'digencarkan', 'buat', 'mandiri', 'energi', 'fakta', 'rencana', 'fokus', 'bioenergy', 'dari', 'kelapa', 'sawit', 'tebu', 'singkong', 'buat', 'etanol', 'biodiesel', 'tujuannya', 'kurangi', 'impor', 'bbm', 'rpt', 'tahun', 'stop', 'impor', 'diesel', 'bensin']","['bener', 'upaya', 'pemerintah', 'bikin', 'papua', 'pusat', 'energi', 'terbarukan', 'digencarkan', 'mandiri', 'energi', 'fakta', 'rencana', 'fokus', 'bioenergy', 'kelapa', 'sawit', 'tebu', 'singkong', 'etanol', 'biodiesel', 'tujuannya', 'kurangi', 'impor', 'bbm', 'rpt', 'stop', 'impor', 'diesel', 'bensin']","['bener', 'upaya', 'perintah', 'bikin', 'papua', 'pusat', 'energi', 'baru', 'gencar', 'mandiri', 'energi', 'fakta', 'rencana', 'fokus', 'bioenergy', 'kelapa', 'sawit', 'tebu', 'singkong', 'etanol', 'biodiesel', 'tuju', 'kurang', 'impor', 'bbm', 'rpt', 'stop', 'impor', 'diesel', 'bensin']"
Fri Dec 26 13:26:38 +0000 2025,1720665183188922368,@lyoravin_ Bener banget rencana Prabowo buat Papua jadi pusat energi nasional fokus pada kemandirian melalui bioenergi (sawit untuk biodiesel tebu/singkong untuk etanol) dan EBT seperti surya hidro geothermal. Target: swasembada dalam 5 tahun hemat impor Rp520T/tahun. Tapi ada kritik,Bener banget rencana Prabowo buat Papua jadi pusat energi nasional fokus pada kemandirian melalui bioenergi sawit untuk biodiesel tebu singkong untuk etanol dan EBT seperti surya hidro geothermal Target swasembada dalam tahun hemat impor RpT tahun Tapi ada kritik,bener banget rencana prabowo buat papua jadi pusat energi nasional fokus pada kemandirian melalui bioenergi sawit untuk biodiesel tebu singkong untuk etanol dan ebt seperti surya hidro geothermal target swasembada dalam tahun hemat impor rpt tahun tapi ada kritik,bener sangat rencana prabowo buat papua jadi pusat energi nasional fokus pada kemandirian melalui bioenergi sawit untuk biodiesel tebu singkong untuk etanol dan ebt seperti surya hidro geothermal target swasembada dalam tahun hemat impor rpt tahun tapi ada kritik,"['bener', 'sangat', 'rencana', 'prabowo', 'buat', 'papua', 'jadi', 'pusat', 'energi', 'nasional', 'fokus', 'pada', 'kemandirian', 'melalui', 'bioenergi', 'sawit', 'untuk', 'biodiesel', 'tebu', 'singkong', 'untuk', 'etanol', 'dan', 'ebt', 'seperti', 'surya', 'hidro', 'geothermal', 'target', 'swasembada', 'dalam', 'tahun', 'hemat', 'impor', 'rpt', 'tahun', 'tapi', 'ada', 'kritik']","['bener', 'rencana', 'prabowo', 'papua', 'pusat', 'energi', 'nasional', 'fokus', 'kemandirian', 'bioenergi', 'sawit', 'biodiesel', 'tebu', 'singkong', 'etanol', 'ebt', 'surya', 'hidro', 'geothermal', 'target', 'swasembada', 'hemat', 'impor', 'rpt', 'kritik']","['bener', 'rencana', 'prabowo', 'papua', 'pusat', 'energi', 'nasional', 'fokus', 'mandiri', 'bioenergi', 'sawit', 'biodiesel', 'tebu', 'singkong', 'etanol', 'ebt', 'surya', 'hidro', 'geothermal', 'target', 'swasembada', 'hemat', 'impor', 'rpt', 'kritik']"
Fri Dec 26 13:25:31 +0000 2025,1720665183188922368,@crisscpy Rencana Presiden Prabowo jadikan Papua lumbung energi ramah lingkungan fokus pada bioenergi seperti biodiesel dari sawit &amp; etanol dari tebu. Dampak positif: kurangi impor BBM hemat triliunan rupiah ciptakan lapangan kerja dorong kemandirian energi. Tapi ada kekhawatiran:,Rencana Presiden Prabowo jadikan Papua lumbung energi ramah lingkungan fokus pada bioenergi seperti biodiesel dari sawit etanol dari tebu Dampak positif kurangi impor BBM hemat triliunan rupiah ciptakan lapangan kerja dorong kemandirian energi Tapi ada kekhawatiran,rencana presiden prabowo jadikan papua lumbung energi ramah lingkungan fokus pada bioenergi seperti biodiesel dari sawit etanol dari tebu dampak positif kurangi impor bbm hemat triliunan rupiah ciptakan lapangan kerja dorong kemandirian energi tapi ada kekhawatiran,rencana presiden prabowo jadikan papua lumbung energi ramah lingkungan fokus pada bioenergi seperti biodiesel dari sawit etanol dari tebu dampak positif kurangi impor bbm hemat triliunan rupiah ciptakan lapangan kerja dorong kemandirian energi tapi ada kekhawatiran,"['rencana', 'presiden', 'prabowo', 'jadikan', 'papua', 'lumbung', 'energi', 'ramah', 'lingkungan', 'fokus', 'pada', 'bioenergi', 'seperti', 'biodiesel', 'dari', 'sawit', 'etanol', 'dari', 'tebu', 'dampak', 'positif', 'kurangi', 'impor', 'bbm', 'hemat', 'triliunan', 'rupiah', 'ciptakan', 'lapangan', 'kerja', 'dorong', 'kemandirian', 'energi', 'tapi', 'ada', 'kekhawatiran']","['rencana', 'presiden', 'prabowo', 'jadikan', 'papua', 'lumbung', 'energi', 'ramah', 'lingkungan', 'fokus', 'bioenergi', 'biodiesel', 'sawit', 'etanol', 'tebu', 'dampak', 'positif', 'kurangi', 'impor', 'bbm', 'hemat', 'triliunan', 'rupiah', 'ciptakan', 'lapangan', 'kerja', 'dorong', 'kemandirian', 'energi', 'kekhawatiran']","['rencana', 'presiden', 'prabowo', 'jadi', 'papua', 'lumbung', 'energi', 'ramah', 'lingkung', 'fokus', 'bioenergi', 'biodiesel', 'sawit', 'etanol', 'tebu', 'dampak', 'positif', 'kurang', 'impor', 'bbm', 'hemat', 'triliun', 'rupiah', 'cipta', 'lapang', 'kerja', 'dorong', 'mandiri', 'energi', 'khawatir']"
Fri Dec 26 13:22:13 +0000 2025,1917943363246153728,@ngalamfess anda butuh someone to trip? kesepian? butuh guide dengan skill semacam paduka el kontol bahlil bin etanol? langsung dm raja iblis. harga sesuai kantong bos sawit bos bara.,anda butuh someone to trip kesepian butuh guide dengan skill semacam paduka el kontol bahlil bin etanol langsung dm raja iblis harga sesuai kantong bos sawit bos bara,anda butuh someone to trip kesepian butuh guide dengan skill semacam paduka el kontol bahlil bin etanol langsung dm raja iblis harga sesuai kantong bos sawit bos bara,anda butuh someone to trip kesepian butuh guide dengan skill semacam paduka el kontol bahlil bin etanol langsung dm raja iblis harga sesuai kantong bos sawit bos bara,"['anda', 'butuh', 'someone', 'to', 'trip', 'kesepian', 'butuh', 'guide', 'dengan', 'skill', 'semacam', 'paduka', 'el', 'kontol', 'bahlil', 'bin', 'etanol', 'langsung', 'dm', 'raja', 'iblis', 'harga', 'sesuai', 'kantong', 'bos', 'sawit', 'bos', 'bara']","['butuh', 'someone', 'trip', 'kesepian', 'butuh', 'guide', 'skill', 'paduka', 'kontol', 'bahlil', 'bin', 'etanol', 'langsung', 'raja', 'iblis', 'harga', 'sesuai', 'kantong', 'bos', 'sawit', 'bos', 'bara']","['butuh', 'someone', 'trip', 'sepi', 'butuh', 'guide', 'skill', 'paduka', 'kontol', 'bahlil', 'bin', 'etanol', 'langsung', 'raja', 'iblis', 'harga', 'sesuai', 'kantong', 'bos', 'sawit', 'bos', 'bara']"
Fri Dec 26 11:47:15 +0000 2025,3811914674,Menteri ESDM Bahlil Sarankan Program Etanol Bisa Dijalankan Tahun 2027 https://t.co/5zDEyJmuaq,Menteri ESDM Bahlil Sarankan Program Etanol Bisa Dijalankan Tahun,menteri esdm bahlil sarankan program etanol bisa dijalankan tahun,menteri esdm bahlil sarankan program etanol bisa dijalankan tahun,"['menteri', 'esdm', 'bahlil', 'sarankan', 'program', 'etanol', 'bisa', 'dijalankan', 'tahun']","['menteri', 'esdm', 'bahlil', 'sarankan', 'program', 'etanol', 'dijalankan']","['menteri', 'esdm', 'bahlil', 'saran', 'program', 'etanol', 'jalan']"
Fri Dec 26 11:45:34 +0000 2025,585858346,Menteri ESDM Bahlil Sarankan Program Etanol Bisa Dijalankan Tahun 2027 https://t.co/goi6bw0csk,Menteri ESDM Bahlil Sarankan Program Etanol Bisa Dijalankan Tahun,menteri esdm bahlil sarankan program etanol bisa dijalankan tahun,menteri esdm bahlil sarankan program etanol bisa dijalankan tahun,"['menteri', 'esdm', 'bahlil', 'sarankan', 'program', 'etanol', 'bisa', 'dijalankan', 'tahun']","['menteri', 'esdm', 'bahlil', 'sarankan', 'program', 'etanol', 'dijalankan']","['menteri', 'esdm', 'bahlil', 'saran', 'program', 'etanol', 'jalan']"
Fri Dec 26 11:42:57 +0000 2025,1448495509220462601,@ousdeby @ningasera macam orba je nak bakar² pake etanol? https://t.co/nhe4ngenDW,macam orba je nak bakar² pake etanol,macam orba je nak bakar² pake etanol,macam orba je nak bakar² pake etanol,"['macam', 'orba', 'je', 'nak', 'bakar²', 'pake', 'etanol']","['orba', 'nak', 'bakar²', 'pake', 'etanol']","['orba', 'nak', 'bakar', 'pake', 'etanol']"
Fri Dec 26 11:32:45 +0000 2025,1952535730301132800,@ifuknowme__ @baseawf Hahahhaaa bersulang untuk etanol bahlil,Hahahhaaa bersulang untuk etanol bahlil,hahahhaaa bersulang untuk etanol bahlil,hahahhaaa bersulang untuk etanol bahlil,"['hahahhaaa', 'bersulang', 'untuk', 'etanol', 'bahlil']","['hahahhaaa', 'bersulang', 'etanol', 'bahlil']","['hahahhaaa', 'sulang', 'etanol', 'bahlil']"
Fri Dec 26 10:26:10 +0000 2025,1793300507320291328,@fallfalengel aku aja ga pernah dibilang ganteng sama jia kalah sama etanol https://t.co/3qH4nnXGEL,aku aja ga pernah dibilang ganteng sama jia kalah sama etanol,aku aja ga pernah dibilang ganteng sama jia kalah sama etanol,aku aja tidak pernah dibilang ganteng sama jia kalah sama etanol,"['aku', 'aja', 'tidak', 'pernah', 'dibilang', 'ganteng', 'sama', 'jia', 'kalah', 'sama', 'etanol']","['aja', 'dibilang', 'ganteng', 'jia', 'kalah', 'etanol']","['aja', 'bilang', 'ganteng', 'jia', 'kalah', 'etanol']"
Fri Dec 26 10:07:41 +0000 2025,1991502302126157824,@AntoniusCDN Itu udh mabok etanol jir si bahlul makin' puki,Itu udh mabok etanol jir si bahlul makin puki,itu udh mabok etanol jir si bahlul makin puki,itu sudah mabok etanol jir si bahlul makin puki,"['itu', 'sudah', 'mabok', 'etanol', 'jir', 'si', 'bahlul', 'makin', 'puki']","['mabok', 'etanol', 'jir', 'bahlul', 'puki']","['mabok', 'etanol', 'jir', 'bahlul', 'puki']"
Fri Dec 26 09:09:05 +0000 2025,1969786810319699968,@GitarisKW2 @e__simatupang @MuhammadTuhasan Bukan etanol tapi wipol karbol,Bukan etanol tapi wipol karbol,bukan etanol tapi wipol karbol,bukan etanol tapi wipol karbol,"['bukan', 'etanol', 'tapi', 'wipol', 'karbol']","['etanol', 'wipol', 'karbol']","['etanol', 'wipol', 'karbol']"
Fri Dec 26 08:42:29 +0000 2025,1324665559691091968,jangan mati dlu jir lu gamau syukuran pas si etanol itu koid ap? jngn bundir jga nnti lu di neraka fix ktmu dia,jangan mati dlu jir lu gamau syukuran pas si etanol itu koid ap jngn bundir jga nnti lu di neraka fix ktmu dia,jangan mati dlu jir lu gamau syukuran pas si etanol itu koid ap jngn bundir jga nnti lu di neraka fix ktmu dia,jangan mati dlu jir kamu gamau syukuran pas si etanol itu koid ap jngn bundir jga nnti kamu di neraka fix ktmu dia,"['jangan', 'mati', 'dlu', 'jir', 'kamu', 'gamau', 'syukuran', 'pas', 'si', 'etanol', 'itu', 'koid', 'ap', 'jngn', 'bundir', 'jga', 'nnti', 'kamu', 'di', 'neraka', 'fix', 'ktmu', 'dia']","['mati', 'dlu', 'jir', 'gamau', 'syukuran', 'pas', 'etanol', 'koid', 'jngn', 'bundir', 'jga', 'nnti', 'neraka', 'fix', 'ktmu']","['mati', 'dlu', 'jir', 'gamau', 'syukur', 'pas', 'etanol', 'koid', 'jngn', 'bundir', 'jga', 'nnti', 'neraka', 'fix', 'ktmu']"
Fri Dec 26 07:00:55 +0000 2025,721898354502930433,BAHLIL LAHADALIA: INDONESIA SIAP WAJIBKAN BENSIN CAMPUR ETANOL! ERA BBM FOSIL SEGERA BERAKHIR? https://t.co/fHl9AnUMJw #partaigolkar #61TahunGolkar #golkarpedia #bahlillahadalia,BAHLIL LAHADALIA INDONESIA SIAP WAJIBKAN BENSIN CAMPUR ETANOL ERA BBM FOSIL SEGERA BERAKHIR partaigolkar TahunGolkar golkarpedia bahlillahadalia,bahlil lahadalia indonesia siap wajibkan bensin campur etanol era bbm fosil segera berakhir partaigolkar tahungolkar golkarpedia bahlillahadalia,bahlil lahadalia indonesia siap wajibkan bensin campur etanol era bbm fosil segera berakhir partaigolkar tahungolkar golkarpedia bahlillahadalia,"['bahlil', 'lahadalia', 'indonesia', 'siap', 'wajibkan', 'bensin', 'campur', 'etanol', 'era', 'bbm', 'fosil', 'segera', 'berakhir', 'partaigolkar', 'tahungolkar', 'golkarpedia', 'bahlillahadalia']","['bahlil', 'lahadalia', 'indonesia', 'wajibkan', 'bensin', 'campur', 'etanol', 'era', 'bbm', 'fosil', 'partaigolkar', 'tahungolkar', 'golkarpedia', 'bahlillahadalia']","['bahlil', 'lahadalia', 'indonesia', 'wajib', 'bensin', 'campur', 'etanol', 'era', 'bbm', 'fosil', 'partaigolkar', 'tahungolkar', 'golkarpedia', 'bahlillahadalia']"
Fri Dec 26 06:13:22 +0000 2025,1934268529605529600,@WidasSatyo Udah gue bilang paling bener direndem pake etanol ni bocah biar kek bahlil sekalian biar kapok,Udah gue bilang paling bener direndem pake etanol ni bocah biar kek bahlil sekalian biar kapok,udah gue bilang paling bener direndem pake etanol ni bocah biar kek bahlil sekalian biar kapok,udah saya bilang paling bener direndem pake etanol ni bocah biar kek bahlil sekalian biar kapok,"['udah', 'saya', 'bilang', 'paling', 'bener', 'direndem', 'pake', 'etanol', 'ni', 'bocah', 'biar', 'kek', 'bahlil', 'sekalian', 'biar', 'kapok']","['udah', 'bilang', 'bener', 'direndem', 'pake', 'etanol', 'bocah', 'biar', 'kek', 'bahlil', 'biar', 'kapok']","['udah', 'bilang', 'bener', 'direndem', 'pake', 'etanol', 'bocah', 'biar', 'kek', 'bahlil', 'biar', 'kapok']"
Fri Dec 26 05:11:37 +0000 2025,1484884523855024135,@from__the__1989 dikejar bahlil etanol,dikejar bahlil etanol,dikejar bahlil etanol,dikejar bahlil etanol,"['dikejar', 'bahlil', 'etanol']","['dikejar', 'bahlil', 'etanol']","['kejar', 'bahlil', 'etanol']"
Fri Dec 26 04:09:00 +0000 2025,1496846304697528323,Mau naikkan umur mesin &amp; hindari kerusakan akibat bensin bercampur etanol? Pastikan kendaraan kamu kompatibel dulu baca panduannya di sini: https://t.co/yIIgOurzKw #TipsMobil #E10 #Otomotif,Mau naikkan umur mesin hindari kerusakan akibat bensin bercampur etanol Pastikan kendaraan kamu kompatibel dulu baca panduannya di sini TipsMobil E Otomotif,mau naikkan umur mesin hindari kerusakan akibat bensin bercampur etanol pastikan kendaraan kamu kompatibel dulu baca panduannya di sini tipsmobil e otomotif,mau naikkan umur mesin hindari kerusakan akibat bensin bercampur etanol pastikan kendaraan kamu kompatibel dulu baca panduannya di sini tipsmobil e otomotif,"['mau', 'naikkan', 'umur', 'mesin', 'hindari', 'kerusakan', 'akibat', 'bensin', 'bercampur', 'etanol', 'pastikan', 'kendaraan', 'kamu', 'kompatibel', 'dulu', 'baca', 'panduannya', 'di', 'sini', 'tipsmobil', 'e', 'otomotif']","['naikkan', 'umur', 'mesin', 'hindari', 'kerusakan', 'akibat', 'bensin', 'bercampur', 'etanol', 'pastikan', 'kendaraan', 'kompatibel', 'baca', 'panduannya', 'tipsmobil', 'otomotif']","['naik', 'umur', 'mesin', 'hindar', 'rusa', 'akibat', 'bensin', 'campur', 'etanol', 'pasti', 'kendara', 'kompatibel', 'baca', 'pandu', 'tipsmobil', 'otomotif']"
Fri Dec 26 03:18:20 +0000 2025,1652992427538653187,@kimgaeulm @hunncha kalo gada ke bahlul aja mungkin dikasih etanol,kalo gada ke bahlul aja mungkin dikasih etanol,kalo gada ke bahlul aja mungkin dikasih etanol,kalo gada ke bahlul aja mungkin dikasih etanol,"['kalo', 'gada', 'ke', 'bahlul', 'aja', 'mungkin', 'dikasih', 'etanol']","['kalo', 'gada', 'bahlul', 'aja', 'dikasih', 'etanol']","['kalo', 'gada', 'bahlul', 'aja', 'kasih', 'etanol']"
Fri Dec 26 02:49:12 +0000 2025,1330161090257358854,@AntoniusCDN Kayanya cowok dengan pesona etanol ini masih kurang minta tambah di setrum,Kayanya cowok dengan pesona etanol ini masih kurang minta tambah di setrum,kayanya cowok dengan pesona etanol ini masih kurang minta tambah di setrum,kayanya cowok dengan pesona etanol ini masih kurang minta tambah di setrum,"['kayanya', 'cowok', 'dengan', 'pesona', 'etanol', 'ini', 'masih', 'kurang', 'minta', 'tambah', 'di', 'setrum']","['kayanya', 'cowok', 'pesona', 'etanol', 'setrum']","['kaya', 'cowok', 'pesona', 'etanol', 'setrum']"
Fri Dec 26 02:40:55 +0000 2025,1086992593827688449,Kita setrum terus bakar pake etanol,Kita setrum terus bakar pake etanol,kita setrum terus bakar pake etanol,kita setrum terus bakar pake etanol,"['kita', 'setrum', 'terus', 'bakar', 'pake', 'etanol']","['setrum', 'bakar', 'pake', 'etanol']","['setrum', 'bakar', 'pake', 'etanol']"
Fri Dec 26 02:13:57 +0000 2025,1538658298043727872,@panzerbutut Ini manggilnya ci kak atau etanol ya enaknya?,Ini manggilnya ci kak atau etanol ya enaknya,ini manggilnya ci kak atau etanol ya enaknya,ini manggilnya ci kak atau etanol ya enaknya,"['ini', 'manggilnya', 'ci', 'kak', 'atau', 'etanol', 'ya', 'enaknya']","['manggilnya', 'kak', 'etanol', 'enaknya']","['manggilnya', 'kak', 'etanol', 'enak']"
Fri Dec 26 02:09:13 +0000 2025,1485289953957654528,@panzerbutut nama fanbasenya bahenol bahlil etanol,nama fanbasenya bahenol bahlil etanol,nama fanbasenya bahenol bahlil etanol,nama fanbasenya bahenol bahlil etanol,"['nama', 'fanbasenya', 'bahenol', 'bahlil', 'etanol']","['nama', 'fanbasenya', 'bahenol', 'bahlil', 'etanol']","['nama', 'fanbasenya', 'bahenol', 'bahlil', 'etanol']"
Fri Dec 26 01:23:11 +0000 2025,1652992427538653187,@narklee pake etanol kata bahlul,pake etanol kata bahlul,pake etanol kata bahlul,pake etanol kata bahlul,"['pake', 'etanol', 'kata', 'bahlul']","['pake', 'etanol', 'bahlul']","['pake', 'etanol', 'bahlul']"
Fri Dec 26 01:12:29 +0000 2025,1722162872606932992,Mega alakazam tidak mengalami perubahan tipe. Oke sip. Etanol jadi type tanah. Dan meh Berbren si gardevoir keluar! #PokemonQuetzal https://t.co/XGZ7FYsTaJ,Mega alakazam tidak mengalami perubahan tipe Oke sip Etanol jadi type tanah Dan meh Berbren si gardevoir keluar PokemonQuetzal,mega alakazam tidak mengalami perubahan tipe oke sip etanol jadi type tanah dan meh berbren si gardevoir keluar pokemonquetzal,mega alakazam tidak mengalami perubahan tipe oke sip etanol jadi type tanah dan meh berbren si gardevoir keluar pokemonquetzal,"['mega', 'alakazam', 'tidak', 'mengalami', 'perubahan', 'tipe', 'oke', 'sip', 'etanol', 'jadi', 'type', 'tanah', 'dan', 'meh', 'berbren', 'si', 'gardevoir', 'keluar', 'pokemonquetzal']","['mega', 'alakazam', 'mengalami', 'perubahan', 'tipe', 'oke', 'sip', 'etanol', 'type', 'tanah', 'meh', 'berbren', 'gardevoir', 'pokemonquetzal']","['mega', 'alakazam', 'alami', 'ubah', 'tipe', 'oke', 'sip', 'etanol', 'type', 'tanah', 'meh', 'bren', 'gardevoir', 'pokemonquetzal']"
