created_at,user_id_str,full_text,clean_text,normalized,tokens,stemmed,final_text
Fri Dec 26 10:07:41 +0000 2025,1991502302126157824,@AntoniusCDN Itu udh mabok etanol jir si bahlul makin' puki,itu udh mabok etanol jir si bahlul makin puki,itu sudah mabok etanol jir sih bahlul makin puki,"['mabok', 'etanol', 'jir', 'sih', 'bahlul', 'puki']","['mabok', 'etanol', 'jir', 'sih', 'bahlul', 'puki']",mabok etanol jir sih bahlul puki
Fri Dec 26 09:09:05 +0000 2025,1969786810319699968,@GitarisKW2 @e__simatupang @MuhammadTuhasan Bukan etanol tapi wipol karbol,bukan etanol tapi wipol karbol,bukan etanol tapi wipol karbol,"['etanol', 'wipol', 'karbol']","['etanol', 'wipol', 'karbol']",etanol wipol karbol
Fri Dec 26 08:42:29 +0000 2025,1324665559691091968,jangan mati dlu jir lu gamau syukuran pas si etanol itu koid ap? jngn bundir jga nnti lu di neraka fix ktmu dia,jangan mati dlu jir lu gamau syukuran pas si etanol itu koid ap jngn bundir jga nnti lu di neraka fix ktmu dia,jangan mati dulu jir kamu tidak mau syukuran pas sih etanol itu koid apa jangan bundir juga nanti kamu di neraka fix ketemu dia,"['mati', 'jir', 'syukuran', 'pas', 'sih', 'etanol', 'koid', 'bundir', 'neraka', 'fix', 'ketemu']","['mati', 'jir', 'syukur', 'pas', 'sih', 'etanol', 'koid', 'bundir', 'neraka', 'fix', 'ketemu']",mati jir syukur pas sih etanol koid bundir neraka fix ketemu
Fri Dec 26 07:00:55 +0000 2025,721898354502930433,BAHLIL LAHADALIA: INDONESIA SIAP WAJIBKAN BENSIN CAMPUR ETANOL! ERA BBM FOSIL SEGERA BERAKHIR? https://t.co/fHl9AnUMJw #partaigolkar #61TahunGolkar #golkarpedia #bahlillahadalia,bahlil lahadalia indonesia siap wajibkan bensin campur etanol era bbm fosil segera berakhir,bahlil lahadalia indonesia siap wajibkan bensin campur etanol era bbm fosil segera berakhir,"['bahlil', 'lahadalia', 'indonesia', 'wajibkan', 'bensin', 'campur', 'etanol', 'era', 'bbm', 'fosil']","['bahlil', 'lahadalia', 'indonesia', 'wajib', 'bensin', 'campur', 'etanol', 'era', 'bbm', 'fosil']",bahlil lahadalia indonesia wajib bensin campur etanol era bbm fosil
Fri Dec 26 06:13:22 +0000 2025,1934268529605529600,@WidasSatyo Udah gue bilang paling bener direndem pake etanol ni bocah biar kek bahlil sekalian biar kapok,udah gue bilang paling bener direndem pake etanol ni bocah biar kek bahlil sekalian biar kapok,sudah gue bilang paling benar direndem pakai etanol nih bocah biar kayak bahlil sekalian biar kapok,"['gue', 'bilang', 'direndem', 'pakai', 'etanol', 'nih', 'bocah', 'biar', 'kayak', 'bahlil', 'biar', 'kapok']","['gue', 'bilang', 'direndem', 'pakai', 'etanol', 'nih', 'bocah', 'biar', 'kayak', 'bahlil', 'biar', 'kapok']",gue bilang direndem pakai etanol nih bocah biar kayak bahlil biar kapok
Fri Dec 26 05:11:37 +0000 2025,1484884523855024135,@from__the__1989 dikejar bahlil etanol,dikejar bahlil etanol,dikejar bahlil etanol,"['dikejar', 'bahlil', 'etanol']","['kejar', 'bahlil', 'etanol']",kejar bahlil etanol
Fri Dec 26 04:09:00 +0000 2025,1496846304697528323,Mau naikkan umur mesin &amp; hindari kerusakan akibat bensin bercampur etanol? Pastikan kendaraan kamu kompatibel dulu baca panduannya di sini: https://t.co/yIIgOurzKw #TipsMobil #E10 #Otomotif,mau naikkan umur mesin amp hindari kerusakan akibat bensin bercampur etanol pastikan kendaraan kamu kompatibel dulu baca panduannya di sini,mau naikkan umur mesin amp hindari kerusakan akibat bensin bercampur etanol pastikan kendaraan kamu kompatibel dulu baca panduannya di sini,"['naikkan', 'umur', 'mesin', 'amp', 'hindari', 'kerusakan', 'akibat', 'bensin', 'bercampur', 'etanol', 'pastikan', 'kendaraan', 'kompatibel', 'baca', 'panduannya']","['naik', 'umur', 'mesin', 'amp', 'hindar', 'rusa', 'akibat', 'bensin', 'campur', 'etanol', 'pasti', 'kendara', 'kompatibel', 'baca', 'pandu']",naik umur mesin amp hindar rusa akibat bensin campur etanol pasti kendara kompatibel baca pandu
Fri Dec 26 03:18:20 +0000 2025,1652992427538653187,@kimgaeulm @hunncha kalo gada ke bahlul aja mungkin dikasih etanol,kalo gada ke bahlul aja mungkin dikasih etanol,kalau tidak ada ke bahlul saja mungkin dikasih etanol,"['bahlul', 'dikasih', 'etanol']","['bahlul', 'kasih', 'etanol']",bahlul kasih etanol
Fri Dec 26 02:49:12 +0000 2025,1330161090257358854,@AntoniusCDN Kayanya cowok dengan pesona etanol ini masih kurang minta tambah di setrum,kayanya cowok dengan pesona etanol ini masih kurang minta tambah di setrum,kayanya cowok dengan pesona etanol ini masih kurang meminta tambah di setrum,"['kayanya', 'cowok', 'pesona', 'etanol', 'setrum']","['kaya', 'cowok', 'pesona', 'etanol', 'setrum']",kaya cowok pesona etanol setrum
Fri Dec 26 02:40:55 +0000 2025,1086992593827688449,Kita setrum terus bakar pake etanol,kita setrum terus bakar pake etanol,kita setrum terus bakar pakai etanol,"['setrum', 'bakar', 'pakai', 'etanol']","['setrum', 'bakar', 'pakai', 'etanol']",setrum bakar pakai etanol
Fri Dec 26 02:13:57 +0000 2025,1538658298043727872,@panzerbutut Ini manggilnya ci kak atau etanol ya enaknya?,ini manggilnya ci kak atau etanol ya enaknya,ini manggilnya ci kak atau etanol ya enaknya,"['manggilnya', 'kak', 'etanol', 'enaknya']","['manggilnya', 'kak', 'etanol', 'enak']",manggilnya kak etanol enak
Fri Dec 26 02:09:13 +0000 2025,1485289953957654528,@panzerbutut nama fanbasenya bahenol bahlil etanol,nama fanbasenya bahenol bahlil etanol,nama fanbasenya bahenol bahlil etanol,"['nama', 'fanbasenya', 'bahenol', 'bahlil', 'etanol']","['nama', 'fanbasenya', 'bahenol', 'bahlil', 'etanol']",nama fanbasenya bahenol bahlil etanol
Fri Dec 26 01:23:11 +0000 2025,1652992427538653187,@narklee pake etanol kata bahlul,pake etanol kata bahlul,pakai etanol kata bahlul,"['pakai', 'etanol', 'bahlul']","['pakai', 'etanol', 'bahlul']",pakai etanol bahlul
Fri Dec 26 01:12:29 +0000 2025,1722162872606932992,Mega alakazam tidak mengalami perubahan tipe. Oke sip. Etanol jadi type tanah. Dan meh Berbren si gardevoir keluar! #PokemonQuetzal https://t.co/XGZ7FYsTaJ,mega alakazam tidak mengalami perubahan tipe oke sip etanol jadi type tanah dan meh berbren si gardevoir keluar,mega alakazam tidak mengalami perubahan tipe oke sip etanol jadi type tanah dan meh berbren sih gardevoir keluar,"['mega', 'alakazam', 'mengalami', 'perubahan', 'tipe', 'oke', 'sip', 'etanol', 'type', 'tanah', 'meh', 'berbren', 'sih', 'gardevoir']","['mega', 'alakazam', 'alami', 'ubah', 'tipe', 'oke', 'sip', 'etanol', 'type', 'tanah', 'meh', 'bren', 'sih', 'gardevoir']",mega alakazam alami ubah tipe oke sip etanol type tanah meh bren sih gardevoir
Fri Dec 26 01:09:46 +0000 2025,1745655006811045888,@AntoniusCDN bensin etanol udh skrng listrik lu mau naikin semoga azab dan do'a2 rakyat yg benci lu cepet di kabulin,bensin etanol udh skrng listrik lu mau naikin semoga azab dan do a rakyat yg benci lu cepet di kabulin,bensin etanol sudah sekarang listrik kamu mau naikin semoga azab dan di a rakyat yang benci kamu cepat di kabulin,"['bensin', 'etanol', 'listrik', 'naikin', 'semoga', 'azab', 'rakyat', 'benci', 'cepat', 'kabulin']","['bensin', 'etanol', 'listrik', 'naikin', 'moga', 'azab', 'rakyat', 'benci', 'cepat', 'kabulin']",bensin etanol listrik naikin moga azab rakyat benci cepat kabulin
Fri Dec 26 01:09:21 +0000 2025,1804155340411539458,100 hari pertama embrio gak berkembang karena dikasih asam sulfat. 100 hari ke dua janin teriak AMTECK AMTECK ASHENG! 100 hari ke tiga janin mulai nanem sawit. 700 hari kemudian janin mirip Bahlil Anjing karena dikasih etanol.,hari pertama embrio gak berkembang karena dikasih asam sulfat hari ke dua janin teriak amteck amteck asheng hari ke tiga janin mulai nanem sawit hari kemudian janin mirip bahlil anjing karena dikasih etanol,hari pertama embrio tidak berkembang karena dikasih asam sulfat hari ke dua janin teriak amteck amteck asheng hari ke tiga janin mulai nanem sawit hari kemudian janin mirip bahlil anjing karena dikasih etanol,"['embrio', 'berkembang', 'dikasih', 'asam', 'sulfat', 'janin', 'teriak', 'amteck', 'amteck', 'asheng', 'janin', 'nanem', 'sawit', 'janin', 'bahlil', 'anjing', 'dikasih', 'etanol']","['embrio', 'kembang', 'kasih', 'asam', 'sulfat', 'janin', 'teriak', 'amteck', 'amteck', 'asheng', 'janin', 'nanem', 'sawit', 'janin', 'bahlil', 'anjing', 'kasih', 'etanol']",embrio kembang kasih asam sulfat janin teriak amteck amteck asheng janin nanem sawit janin bahlil anjing kasih etanol
Fri Dec 26 00:16:40 +0000 2025,1464884803736457220,bacot lah bahlil mulut lu gue sumpel pake etanol,bacot lah bahlil mulut lu gue sumpel pake etanol,bacot lah bahlil mulut kamu gue sumpel pakai etanol,"['bacot', 'bahlil', 'mulut', 'gue', 'sumpel', 'pakai', 'etanol']","['bacot', 'bahlil', 'mulut', 'gue', 'sumpel', 'pakai', 'etanol']",bacot bahlil mulut gue sumpel pakai etanol
Fri Dec 26 00:07:45 +0000 2025,1496846304697528323,Punya mobil atau motor tahun 2000-an ke atas? ️ Bisa jadi aman banget untuk BBM campuran etanol E10. Yuk baca panduan lengkapnya: https://t.co/yIIgOurzKw #E10 #BensinEtanol #OtomotifIndonesia,punya mobil atau motor tahun an ke atas bisa jadi aman banget untuk bbm campuran etanol e yuk baca panduan lengkapnya,punya mobil atau motor tahun an ke atas bisa jadi aman banget untuk bbm campuran etanol e yuk baca panduan lengkapnya,"['mobil', 'motor', 'aman', 'banget', 'bbm', 'campuran', 'etanol', 'yuk', 'baca', 'panduan', 'lengkapnya']","['mobil', 'motor', 'aman', 'banget', 'bbm', 'campur', 'etanol', 'yuk', 'baca', 'pandu', 'lengkap']",mobil motor aman banget bbm campur etanol yuk baca pandu lengkap
Thu Dec 25 23:21:24 +0000 2025,1720665183188922368,@Junglesounds @AntoniusCDN Etanol biasanya dibuat dari fermentasi gula tanaman seperti tebu jagung atau singkong. Tapi ya bisa juga dari sawit terutama limbahnya seperti tandan kosong kelapa sawit (TKKS) yang kaya selulosa. Di Indonesia ini lagi dikembangkan sebagai bioetanol ramah lingkungan!,etanol biasanya dibuat dari fermentasi gula tanaman seperti tebu jagung atau singkong tapi ya bisa juga dari sawit terutama limbahnya seperti tandan kosong kelapa sawit tkks yang kaya selulosa di indonesia ini lagi dikembangkan sebagai bioetanol ramah lingkungan,etanol biasanya dibuat dari fermentasi gula tanaman seperti tebu jagung atau singkong tapi ya bisa juga dari sawit terutama limbahnya seperti tandan kosong kelapa sawit tkks yang kayak selulosa di indonesia ini lagi dikembangkan sebagai bioetanol ramah lingkungan,"['etanol', 'fermentasi', 'gula', 'tanaman', 'tebu', 'jagung', 'singkong', 'sawit', 'limbahnya', 'tandan', 'kosong', 'kelapa', 'sawit', 'tkks', 'kayak', 'selulosa', 'indonesia', 'dikembangkan', 'bioetanol', 'ramah', 'lingkungan']","['etanol', 'fermentasi', 'gula', 'tanam', 'tebu', 'jagung', 'singkong', 'sawit', 'limbah', 'tandan', 'kosong', 'kelapa', 'sawit', 'tkks', 'kayak', 'selulosa', 'indonesia', 'kembang', 'bioetanol', 'ramah', 'lingkung']",etanol fermentasi gula tanam tebu jagung singkong sawit limbah tandan kosong kelapa sawit tkks kayak selulosa indonesia kembang bioetanol ramah lingkung
Thu Dec 25 23:07:53 +0000 2025,1985113278163685376,@AntoniusCDN otw bahlil mati habis minum etanol kestrum listrik,otw bahlil mati habis minum etanol kestrum listrik,otw bahlil mati habis minum etanol kestrum listrik,"['otw', 'bahlil', 'mati', 'habis', 'minum', 'etanol', 'kestrum', 'listrik']","['otw', 'bahlil', 'mati', 'habis', 'minum', 'etanol', 'kestrum', 'listrik']",otw bahlil mati habis minum etanol kestrum listrik
Thu Dec 25 18:48:31 +0000 2025,1129654311238037504,@tanyakanrl suruh fokus ngoplos etanol aja noh sama bahlil,suruh fokus ngoplos etanol aja noh sama bahlil,suruh fokus ngoplos etanol saja noh sama bahlil,"['suruh', 'fokus', 'ngoplos', 'etanol', 'noh', 'bahlil']","['suruh', 'fokus', 'ngoplos', 'etanol', 'noh', 'bahlil']",suruh fokus ngoplos etanol noh bahlil
Thu Dec 25 15:25:08 +0000 2025,1308906509913341953,@ohdaraa__ Siap kapten aku juga rela mencitaimu sebesar cinta bahlil ke etanol,siap kapten aku juga rela mencitaimu sebesar cinta bahlil ke etanol,siap kapten aku juga rela mencitaimu sebesar cinta bahlil ke etanol,"['kapten', 'rela', 'mencitaimu', 'cinta', 'bahlil', 'etanol']","['kapten', 'rela', 'cita', 'cinta', 'bahlil', 'etanol']",kapten rela cita cinta bahlil etanol
Thu Dec 25 14:30:10 +0000 2025,1839138856995794944,@e__simatupang @MuhammadTuhasan otak diisi etanol gini nih jelas ruangan non smoking woyyy,otak diisi etanol gini nih jelas ruangan non smoking woyyy,otak diisi etanol begini nih jelas ruangan non smoking woy,"['otak', 'diisi', 'etanol', 'nih', 'ruangan', 'non', 'smoking', 'woy']","['otak', 'isi', 'etanol', 'nih', 'ruang', 'non', 'smoking', 'woy']",otak isi etanol nih ruang non smoking woy
Thu Dec 25 14:07:08 +0000 2025,1599773987835289600,@tanyarlfes Pake e yg kyk bunyi etanol terus yg e kedua e yg kyak ehmmm gitu paham kan,pake e yg kyk bunyi etanol terus yg e kedua e yg kyak ehmmm gitu paham kan,pakai e yang kayak bunyi etanol terus yang e kedua e yang kayak ehmmm begitu paham kan,"['pakai', 'kayak', 'bunyi', 'etanol', 'kayak', 'ehmmm', 'paham']","['pakai', 'kayak', 'bunyi', 'etanol', 'kayak', 'ehmmm', 'paham']",pakai kayak bunyi etanol kayak ehmmm paham
Thu Dec 25 11:40:11 +0000 2025,1398739820348731395,@indepenSumatera 'WISATAWAN' yang sebenaranya ya si @prabowo sendiri dan si manusia etanol https://t.co/rWZyQyZ2mU,wisatawan yang sebenaranya ya si sendiri dan si manusia etanol,wisatawan yang sebenaranya ya sih sendiri dan sih manusia etanol,"['wisatawan', 'sebenaranya', 'sih', 'sih', 'manusia', 'etanol']","['wisatawan', 'benara', 'sih', 'sih', 'manusia', 'etanol']",wisatawan benara sih sih manusia etanol
Thu Dec 25 10:12:12 +0000 2025,801076566478311424,@BRRxLINGHE Takut hanya kepada Allah daripada takut ke akar serabut berbau etanol wkwkw limapuluhhh,takut hanya kepada allah daripada takut ke akar serabut berbau etanol wkwkw limapuluhhh,takut hanya kepada allah daripada takut ke akar serabut berbau etanol wkwkw limapuluhhh,"['takut', 'allah', 'takut', 'akar', 'serabut', 'berbau', 'etanol', 'wkwkw', 'limapuluhhh']","['takut', 'allah', 'takut', 'akar', 'serabut', 'bau', 'etanol', 'wkwkw', 'limapuluhhh']",takut allah takut akar serabut bau etanol wkwkw limapuluhhh
Thu Dec 25 09:23:07 +0000 2025,1611367898387468288,@oscsilly bahlil only cried after he realize tangki bensin mobil dia karatan gara gara etanol,bahlil only cried after he realize tangki bensin mobil dia karatan gara gara etanol,bahlil only cried after he realize tangki bensin mobil dia karatan gara gara etanol,"['bahlil', 'only', 'cried', 'after', 'realize', 'tangki', 'bensin', 'mobil', 'karatan', 'gara', 'gara', 'etanol']","['bahlil', 'only', 'cried', 'after', 'realize', 'tangki', 'bensin', 'mobil', 'karat', 'gara', 'gara', 'etanol']",bahlil only cried after realize tangki bensin mobil karat gara gara etanol
Thu Dec 25 07:48:45 +0000 2025,1870198886150877187,Atau bahenol bahlil x etanol,atau bahenol bahlil x etanol,atau bahenol bahlil kali etanol,"['bahenol', 'bahlil', 'kali', 'etanol']","['bahenol', 'bahlil', 'kali', 'etanol']",bahenol bahlil kali etanol
Thu Dec 25 07:42:00 +0000 2025,1496846304697528323, Sebelum beralih ke BBM campuran etanol penting memahami perbedaan E5 E10 &amp; E20 dari sisi performa efisiensi &amp; keamanan mesin. Jangan salah pilih baca panduan lengkapnya: https://t.co/yMuKNg5MGa #BBMOtomotif #E5E10E20 #TipsBBM #Otomotif,sebelum beralih ke bbm campuran etanol penting memahami perbedaan e e amp e dari sisi performa efisiensi amp keamanan mesin jangan salah pilih baca panduan lengkapnya,sebelum beralih ke bbm campuran etanol penting memahami perbedaan e e amp e dari sisi performa efisiensi amp keamanan mesin jangan salah pilih baca panduan lengkapnya,"['beralih', 'bbm', 'campuran', 'etanol', 'memahami', 'perbedaan', 'amp', 'sisi', 'performa', 'efisiensi', 'amp', 'keamanan', 'mesin', 'salah', 'pilih', 'baca', 'panduan', 'lengkapnya']","['alih', 'bbm', 'campur', 'etanol', 'paham', 'beda', 'amp', 'sisi', 'performa', 'efisiensi', 'amp', 'aman', 'mesin', 'salah', 'pilih', 'baca', 'pandu', 'lengkap']",alih bbm campur etanol paham beda amp sisi performa efisiensi amp aman mesin salah pilih baca pandu lengkap
Thu Dec 25 07:24:24 +0000 2025,70292309,@djfarezki @hrdbacot @innovacommunity Karena etanol kayanya,karena etanol kayanya,karena etanol kayanya,"['etanol', 'kayanya']","['etanol', 'kaya']",etanol kaya
Tue Dec 30 17:48:27 +0000 2025,1941349396555366402,@innocently_sub bahenol bahlil joget etanol,bahenol bahlil joget etanol,bahenol bahlil joget etanol,"['bahenol', 'bahlil', 'joget', 'etanol']","['bahenol', 'bahlil', 'joget', 'etanol']",bahenol bahlil joget etanol
Tue Dec 30 17:28:02 +0000 2025,1272854622839779328,jelek bgt pls bau etanol bau bahlul,jelek bgt pls bau etanol bau bahlul,jelek banget pls bau etanol bau bahlul,"['jelek', 'banget', 'pls', 'bau', 'etanol', 'bau', 'bahlul']","['jelek', 'banget', 'pls', 'bau', 'etanol', 'bau', 'bahlul']",jelek banget pls bau etanol bau bahlul
Tue Dec 30 17:09:06 +0000 2025,3103273969,@ryan_faidi04 @LambeResing Baru lap 5 udah soak soalnya dicampur etanol,baru lap udah soak soalnya dicampur etanol,baru lap sudah soak soalnya dicampur etanol,"['lap', 'soak', 'dicampur', 'etanol']","['lap', 'soak', 'campur', 'etanol']",lap soak campur etanol
Tue Dec 30 15:48:32 +0000 2025,1522203121191112704,@iKithMartin taROT perasaaNku isinya ak mncintaimu spt prabrewOk mencintai sawit dn bahluliLOT mencintai etanol my bieFEff!! ‼️‼️,tarot perasaanku isinya ak mncintaimu spt prabrewok mencintai sawit dn bahlulilot mencintai etanol my biefeff double_exclamation_mark double_exclamation_mark,tarot perasaanku isinya aku mncintaimu seperti prabrewok mencintai sawit dan bahlulilot mencintai etanol my biefeff double_exclamation_mark double_exclamation_mark,"['tarot', 'perasaanku', 'isinya', 'mncintaimu', 'prabrewok', 'mencintai', 'sawit', 'bahlulilot', 'mencintai', 'etanol', 'biefeff', 'double_exclamation_mark', 'double_exclamation_mark']","['tarot', 'asa', 'isi', 'mncintaimu', 'prabrewok', 'cinta', 'sawit', 'bahlulilot', 'cinta', 'etanol', 'biefeff', 'double exclamation mark', 'double exclamation mark']",tarot asa isi mncintaimu prabrewok cinta sawit bahlulilot cinta etanol biefeff double exclamation mark double exclamation mark
Tue Dec 30 15:39:01 +0000 2025,1996209430086778880,@azmnesahi Yah padahal mau menambahkan etanol ke day cream nya,yah padahal mau menambahkan etanol ke day cream nya,ya padahal mau menambahkan etanol ke day cream ya,"['etanol', 'day', 'cream']","['etanol', 'day', 'cream']",etanol day cream
Tue Dec 30 15:10:38 +0000 2025,1984122791344603136,@woojinmochi dd jgn minum etanol dulu,dd jgn minum etanol dulu,dd jangan minum etanol dulu,"['minum', 'etanol']","['minum', 'etanol']",minum etanol
